non-deterministic,no-asm,no-mixed-refs,no-chroma-me,no-8x8dct,no-fast-pskip,no-dct-decimate,no-scenecut,no-cabac,no-deblock,no-mbtree,no-weightb,no-psy,no-progress,visualize,dts-compress,encoding_time_feature1_2762_8,encoding_time_feature1_2762_32,encoding_time_feature1_2762_128,encoding_time_feature8_2762_8,encoding_time_feature8_2762_32,encoding_time_feature8_2762_128,encoding_time_feature9_2389_8,encoding_time_feature9_2389_32,encoding_time_feature9_2389_128,encoding_time_feature10_2744_8,encoding_time_feature10_2744_32,encoding_time_feature10_2744_128,encoding_time_azure_2762_8,encoding_time_azure_2762_32,encoding_time_azure_2762_128,encoding_time_amazon_nano_2762_8,encoding_time_amazon_nano_2762_32,encoding_time_amazon_nano_2762_128,encoding_time_amazon_amazon_micro_2762_8,encoding_time_amazon_amazon_micro_2762_32,encoding_time_amazon_amazon_micro_2762_128
0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0.86667,5.4667,17.63,0.41,2.48,7.9367,0.42,2.4433,7.92,0.4,2.4567,7.91,0.57333,4.3767,14.34,0.63,64.293,303.71,0.63,4.4667,151.07
1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0.72,4.49,15.013,0.33,2.0467,6.7567,0.32333,1.9467,6.5233,0.33667,2.0333,6.7367,0.52667,3.67,12.127,0.52333,58.693,211.04,0.52,3.6933,103.04
1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0.64,4.3367,14.333,0.29667,1.9767,6.49,0.076667,0.34667,1.1033,0.08,0.36,1.1167,0.45667,3.51,11.623,0.46,75.963,243.02,0.45,3.5667,121.94
1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0.79667,4.7833,15.953,0.36,2.1867,7.1967,0.34,2.1033,7.1033,0.36667,2.19,7.21,0.52667,3.8633,12.91,0.58333,85.36,275.05,0.58333,3.95,136.88
1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0.79333,4.7367,15.433,0.37667,2.17,6.9633,0.37333,2.0633,6.7167,0.37,2.1667,6.9967,0.58333,3.87,12.503,0.59667,84.09,268.06,0.59,3.9067,132.94
0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0.74667,5.2867,15.977,0.33,2.4233,7.3167,0.31333,2.2133,6.6133,0.32667,2.4133,7.3267,0.49333,4.04,12.787,0.49,88.003,220.51,0.49333,4.12,109.56
1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0.67,4.6533,15.257,0.29333,2.0867,6.86,0.07,0.35333,1.15,0.066667,0.37333,1.17,0.42,3.71,12.313,0.47,81.197,262.89,0.47,3.78,129.89
0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0.85333,5.3133,17.263,0.38667,2.41,7.7467,0.39667,2.34,7.54,0.38667,2.41,7.72,0.61,4.3333,13.987,0.61333,93.88,296.67,0.61333,4.3767,147.17
1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0.99667,6.23,18.937,0.44,2.8333,8.6167,0.10333,0.52,1.5467,0.096667,0.53667,1.5567,0.69,4.8433,15,0.68333,104.4,269.11,0.68,4.8567,151.75
1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0.84667,5.4433,17.53,0.4,2.4767,7.92,0.36667,2.38,7.68,0.39,2.4533,7.86,0.55,4.3567,14.27,0.62333,95.573,300.69,0.61,4.4367,130.63
0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0.88333,5.3133,16.3,0.41333,2.45,7.36,0.09,0.44,1.3067,0.09,0.46667,1.3533,0.64667,4.0933,13.043,0.61333,83.053,275.52,0.61,4.1267,136.85
1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0.69667,5.1267,16.713,0.33333,2.29,7.5333,0.29667,2.28,7.6133,0.3,2.2867,7.49,0.49,4.0533,13.497,0.49,58.927,254.99,0.48333,4.13,141.56
0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0.84667,5.0733,15.597,0.39,2.3233,7.08,0.083333,0.42,1.27,0.086667,0.44333,1.3,0.51667,3.84,12.453,0.57333,69.56,243.09,0.57667,3.91,117.22
1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0.64,4.65,15.227,0.28667,2.1,6.84,0.07,0.35667,1.1233,0.07,0.37,1.1567,0.45333,3.75,12.53,0.45667,81.583,261.51,0.46,3.7933,117.92
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.82,6.05,18.123,0.36667,2.76,8.3133,0.086667,0.51,1.4733,0.093333,0.53,1.5433,0.54,4.65,14.683,0.53667,101.52,309.57,0.54,4.7167,153.38
1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0.74333,5.6933,17.243,0.32333,2.59,7.8933,0.30333,2.37,7.2,0.31333,2.5867,7.8667,0.43,4.29,13.773,0.48333,94.123,239.02,0.48,4.4067,143.5
0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0.86,5.5133,18.153,0.41,2.51,8.2067,0.093333,0.45333,1.4833,0.086667,0.45,1.4167,0.64,4.5067,14.85,0.66,96.873,312.37,0.64,4.5067,129.49
1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0.67667,5.3667,17.003,0.31333,2.4,7.6533,0.07,0.41333,1.2867,0.07,0.42667,1.31,0.49667,4.2767,13.81,0.48,92.877,292.32,0.47,4.34,144.44
1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0.97,6.11,18.543,0.47,2.78,8.45,0.093333,0.50667,1.5,0.096667,0.53333,1.5333,0.63667,4.7167,14.83,0.68667,102.51,263.41,0.68,4.76,155.34
1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0.87333,5.32,17.15,0.40667,2.4333,7.7633,0.38667,2.3567,7.6133,0.42667,2.45,7.7833,0.64333,4.3067,14.107,0.64667,92.13,297.16,0.64,4.37,137.97
1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0.77667,5.2933,16.117,0.34667,2.4133,7.3567,0.08,0.43667,1.29,0.083333,0.46667,1.3667,0.50667,4.0767,13.057,0.50333,58.95,274.28,0.5,4.15,119.8
1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.72333,5.32,16.02,0.31333,2.4033,7.29,0.29333,2.17,6.4833,0.29667,2.3833,7.2633,0.42,4.04,12.76,0.47333,68.807,228.49,0.46333,4.09,133.95
0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,6.12,18.91,0.46333,2.8033,8.5633,0.10333,0.52,1.56,0.09,0.53,1.5567,0.69,4.7367,15.117,0.69333,102.74,309.98,0.68,4.8067,158.21
0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0.73,4.3867,14.613,0.35667,2.02,6.6233,0.08,0.35,1.1367,0.08,0.36,1.14,0.54,3.5633,11.99,0.53667,77.707,253.87,0.53667,3.6233,110.53
0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0.84333,5.1167,15.797,0.38,2.35,7.2,0.35333,2.1733,6.7633,0.36667,2.3633,7.2033,0.53,3.87,12.627,0.59,85.063,267.82,0.57667,3.9633,121.86
1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0.73,4.34,14.567,0.32333,1.99,6.59,0.086667,0.34,1.1267,0.08,0.36,1.1433,0.55,3.52,12.01,0.54667,76.583,201.4,0.53,3.5867,124.43
1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0.96667,6.0867,18.403,0.44,2.7567,8.27,0.41667,2.56,7.6633,0.42333,2.77,8.2333,0.68,4.68,14.59,0.70333,101.34,309.56,0.65667,4.7267,153.5
1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0.86333,5.4333,17.517,0.40333,2.4933,7.91,0.09,0.43333,1.3633,0.09,0.44667,1.3633,0.58667,4.45,14.17,0.64667,95.487,302.36,0.63,4.46,127.57
1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0.74667,5.5833,17.027,0.33,2.6,7.89,0.31333,2.4,7.1433,0.31667,2.61,7.89,0.48,4.3067,13.463,0.47,94.127,249.4,0.47,4.3967,139.5
0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0.74333,5.5567,16.82,0.32,2.55,7.7567,0.08,0.46,1.33,0.083333,0.49,1.4433,0.48333,4.2933,13.437,0.48667,92.527,274.73,0.47667,4.3333,142.03
0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0.75333,5.5533,17.857,0.33667,2.4767,8.04,0.31667,2.47,8.11,0.32333,2.4867,7.9767,0.46667,4.4233,14.297,0.52,77.88,305.77,0.52,4.4933,147.54
1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0.96333,6.1,18.71,0.43333,2.8067,8.4867,0.45667,2.6433,8.04,0.43333,2.7767,8.4167,0.69,4.7167,14.763,0.68333,71.023,291.58,0.68,4.7567,135.49
1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0.98667,6.12,18.74,0.43667,2.79,8.47,0.45,2.6433,8.0367,0.43667,2.7667,8.4033,0.64333,4.68,14.717,0.68667,102.6,291.14,0.68,4.78,156.93
1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0.70667,5.17,16.587,0.32333,2.34,7.53,0.31333,2.31,7.54,0.32,2.3267,7.5533,0.48667,4.1467,13.35,0.49333,89.403,285.37,0.48333,4.1933,141.47
1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0.70333,4.3633,14.62,0.33,1.9833,6.5467,0.073333,0.32667,1.0667,0.063333,0.35,1.1033,0.51667,3.5267,11.657,0.51,76.48,249.99,0.51,3.5567,108.59
0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0.72,5.1733,16.74,0.32333,2.35,7.5967,0.083333,0.42,1.34,0.083333,0.42333,1.3067,0.51,4.11,13.437,0.5,89.64,236.89,0.5,4.19,131.84
1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0.78333,5.0033,16.337,0.38,2.29,7.4,0.1,0.4,1.28,0.083333,0.41,1.28,0.54,4.0933,13.15,0.59,87.827,280.95,0.58333,4.09,139.14
1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0.79667,5.0167,16.66,0.38,2.2767,7.53,0.096667,0.41,1.3167,0.083333,0.41,1.3033,0.59667,4.0333,13.37,0.59667,87.967,285.77,0.59,4.1133,141.52
0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0.70667,4.4067,14.66,0.31,2.02,6.5933,0.066667,0.33,1.0633,0.07,0.35333,1.1067,0.51,3.52,11.687,0.51333,77.38,206.67,0.51,3.6067,104.84
0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0.84667,5.0633,15.59,0.38667,2.3333,7.0833,0.33333,2.1433,6.59,0.37667,2.3367,7.12,0.52,3.9033,12.297,0.59333,84.19,257.91,0.58,3.94,124.96
1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0.65,4.3733,14.503,0.29333,1.99,6.5367,0.29,1.8833,6.3867,0.29667,1.9733,6.5567,0.45667,3.52,11.587,0.50667,76.837,250.6,0.46,3.5667,123.66
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0.67667,4.92,15.777,0.32667,2.2033,7.1533,0.08,0.38667,1.2167,0.083333,0.40333,1.2367,0.47333,3.8867,12.71,0.47,63.133,274.67,0.46333,3.9967,134.91
0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0.62667,4.44,14.613,0.32333,2.0033,6.6,0.25667,1.88,6.3333,0.26667,1.9933,6.5767,0.37333,3.5667,11.737,0.43,51.427,200.4,0.42333,3.6133,107.1
0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0.81,5.16,17.22,0.43333,2.3533,7.7833,0.083333,0.42,1.3867,0.08,0.41667,1.3367,0.59,4.15,13.707,0.59333,88.467,294.75,0.59333,4.2367,137.49
0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0.68667,4.9267,15.157,0.32333,2.2733,7.0033,0.076667,0.40667,1.2067,0.073333,0.44333,1.2833,0.45333,3.78,11.96,0.44333,81.9,255.15,0.44,3.83,126.83
1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0.79667,5.7367,17.48,0.35,2.62,8.0833,0.083333,0.48333,1.4233,0.083333,0.50333,1.4867,0.47,4.4433,13.86,0.51667,95.117,289.58,0.51667,4.4633,146.83
1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0.91,5.7467,17.377,0.42,2.63,7.96,0.37667,2.4167,7.3333,0.4,2.5967,7.91,0.62667,4.3333,13.813,0.64333,94.69,248.41,0.62,4.4233,120.78
0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0.72667,5.3267,16.02,0.32,2.4333,7.3567,0.30333,2.2233,6.6133,0.32,2.4433,7.3867,0.49667,4.11,12.913,0.48,88.947,272.71,0.47333,4.16,134.97
0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0.76667,5.29,16.133,0.34333,2.4133,7.38,0.086667,0.43667,1.2767,0.08,0.46333,1.36,0.50667,4.02,12.927,0.5,88.163,274.3,0.5,4.1367,135.9
1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0.70333,5.0867,16.45,0.30333,2.2867,7.4433,0.30667,2.2533,7.4467,0.29333,2.28,7.4067,0.46,4.07,13.183,0.48,87.49,273.85,0.47333,4.1433,137.49
0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0.79,4.7367,15.443,0.37333,2.1533,6.9633,0.086667,0.37,1.1733,0.08,0.39333,1.1967,0.56667,3.83,12.513,0.57,82.927,267.44,0.57,3.9,109.08
0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0.78333,4.81,15.833,0.35667,2.19,7.1133,0.07,0.37667,1.1933,0.073333,0.39,1.21,0.56667,3.8467,12.97,0.57667,83.83,273.14,0.56333,3.9467,135.29
0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0.80333,5.2267,17.507,0.38667,2.3967,7.9167,0.086667,0.43,1.3967,0.083333,0.42333,1.3433,0.53667,4.26,14.293,0.6,64.01,258.03,0.58667,4.3033,148.03
1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0.73333,4.46,14.82,0.34,2.06,6.7,0.3,1.95,6.4767,0.33333,2.04,6.7333,0.54,3.5967,12.16,0.53,54.82,246.57,0.53333,3.68,120.9
0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0.84333,5.96,18.03,0.38,2.7533,8.28,0.09,0.49333,1.44,0.09,0.52,1.52,0.55,4.5733,14.543,0.55,98.907,306.51,0.55,4.6833,132.24
0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0.92,5.3733,16.43,0.40333,2.4567,7.47,0.37,2.28,6.9767,0.41333,2.4567,7.47,0.56,4.0967,13.077,0.61,89.247,274.89,0.61333,4.21,138.87
0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0.69333,5.1033,16.33,0.33,2.3,7.4267,0.086667,0.41667,1.3133,0.08,0.42,1.29,0.50667,4.0567,13.37,0.5,87.13,236.41,0.5,4.1333,139.63
1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0.81,5.7467,17.567,0.34667,2.6067,8.08,0.08,0.47333,1.4033,0.08,0.49333,1.46,0.52333,4.3533,14.087,0.51333,94.183,295.5,0.51,4.46,130.29
0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0.78667,5.61,17.14,0.34333,2.5633,7.8667,0.32333,2.3767,7.2333,0.34,2.58,7.88,0.45,4.29,13.653,0.51333,99.787,291.12,0.50333,4.3833,134.49
0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0.60667,4.3767,14.333,0.27333,1.9867,6.4867,0.073333,0.34667,1.09,0.07,0.36,1.1133,0.44,3.5467,11.683,0.43,113.2,197.23,0.43,3.58,122.45
1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0.72,5.3733,17.43,0.33,2.4467,7.8333,0.076667,0.41667,1.34,0.07,0.42667,1.33,0.52333,4.2533,14.223,0.51,92.853,298.86,0.5,4.3833,147.67
1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0.83667,5.1333,15.83,0.36667,2.35,7.1767,0.34333,2.1367,6.5833,0.37333,2.3267,7.1133,0.51333,3.9067,12.563,0.57,84.153,265.1,0.56,3.9433,111
0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0.99,6.13,18.553,0.45667,2.82,8.51,0.10667,0.52667,1.53,0.10333,0.53667,1.5633,0.69667,4.7133,14.983,0.69667,78.29,278.7,0.69,4.8033,151.17
1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0.97667,6.06,18.473,0.44333,2.7933,8.4133,0.10333,0.5,1.5,0.1,0.52667,1.5233,0.68,4.6467,14.9,0.69333,75.163,300.19,0.67667,4.77,155.31
0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0.79,4.72,15.593,0.36,2.1533,7.05,0.36333,2.05,6.86,0.36667,2.1667,7.0667,0.53333,3.91,12.657,0.58,83.263,270.96,0.58333,3.9133,129.83
1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0.66667,5.01,15.26,0.28333,2.2967,6.9633,0.26,2.06,6.19,0.27667,2.2733,6.9433,0.42667,3.7667,12.157,0.42333,81.647,254.95,0.42,3.87,106.25
0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0.73333,5.2767,15.98,0.32667,2.4033,7.3133,0.083333,0.43667,1.28,0.08,0.47,1.3567,0.50667,4.1267,12.813,0.49,87.73,221.76,0.49,4.1533,134.7
0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0.86333,5.5267,17.953,0.42667,2.5467,8.1433,0.10333,0.46333,1.4433,0.096667,0.46,1.42,0.60333,4.4733,14.667,0.72667,97.19,311.07,0.65,4.59,153.69
0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0.72,5.0433,16.37,0.33333,2.2833,7.43,0.08,0.41333,1.3133,0.08,0.42,1.2833,0.49333,4.0567,13.377,0.53667,87.407,282.01,0.5,4.14,129.19
