spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,solving_time_feature1_2_7_10286,solving_time_feature8_2_7_10286,solving_time_feature9_1_2_10286,solving_time_feature10_1_2_8287,solving_time_feature11_2_7_4435,solving_time_feature12_2_7_4435,solving_time_amazon_micro_2_7_10286,solving_time_azure_2_7_10286,solving_time_amazon_nano_2_7_10286,solving_time_feature20_2_7_10286
0,0,0,1,0,1,1,0,0,0,1,1,1,1,0.04,0.015,0.02,0.14,0.05,0.06,0.22,0.01,0.38,0.02
1,0,0,1,0,1,1,0,0,0,1,1,1,1,5.01,5.005,5,5,5.01,5.01,5.015,5.01,5.02,5
0,1,0,1,0,1,1,0,0,0,1,1,1,1,0.06,0.02,0.07,0.265,0.08,0.15,0.32,0.03,0.68,0.04
1,1,0,1,0,1,1,0,0,0,1,1,1,1,5.01,5.005,5,5,5,5.01,5.035,5.01,5.04,2.86
0,0,1,1,0,1,1,0,0,0,1,1,1,1,0.04,0.01,0.02,0.14,0.12,0.1,0.18,0.02,0.425,0.02
1,0,1,1,0,1,1,0,0,0,1,1,1,1,5,5.01,5,5,5,5.01,5.03,5,5.055,5.005
0,1,1,1,0,1,1,0,0,0,1,1,1,1,0.07,0.03,0.07,0.26,0.095,0.12,0.34,0.03,0.725,0.04
1,1,1,1,0,1,1,0,0,0,1,1,1,1,0.905,0.395,5,5,5.005,5.01,4.075,0.365,5.05,5
0,0,0,0,1,1,1,0,0,0,1,1,1,1,0.035,0.02,0.02,0.14,0.26,0.125,0.19,0.01,0.42,0.02
1,0,0,0,1,1,1,0,0,0,1,1,1,1,5,5.01,5,5,5.01,5.01,5.015,5.01,5.03,5.01
0,1,0,0,1,1,1,0,0,0,1,1,1,1,0.095,0.04,0.07,0.26,0.165,0.11,0.505,0.04,1,0.05
1,1,0,0,1,1,1,0,0,0,1,1,1,1,5,5.01,5,5,5.01,5.01,5.01,5.01,5.01,5.005
0,0,1,0,1,1,1,0,0,0,1,1,1,1,0.04,0.02,0.02,0.14,0.29,0.08,0.205,0.01,0.39,0.02
1,0,1,0,1,1,1,0,0,0,1,1,1,1,5,5.01,5,5,5.01,5.01,5.025,5.01,5.015,5.01
0,1,1,0,1,1,1,0,0,0,1,1,1,1,0.08,0.025,0.07,0.255,0.155,0.145,0.385,0.035,0.8,0.04
1,1,1,0,1,1,1,0,0,0,1,1,1,1,5,5.01,5,5,5.01,5.01,5.015,5.005,5.06,5.01
0,0,0,1,1,1,1,0,0,0,1,1,1,1,0.04,0.02,0.02,0.14,0.225,0.055,0.195,0.01,0.4,0.02
1,0,0,1,1,1,1,0,0,0,1,1,1,1,5.005,5.01,5,5,5.01,5.01,5.03,5.01,5.025,5.005
0,1,0,1,1,1,1,0,0,0,1,1,1,1,0.085,0.035,0.075,0.255,0.085,0.14,0.415,0.04,0.865,0.045
1,1,0,1,1,1,1,0,0,0,1,1,1,1,5.01,5.01,5,5,5.005,5.01,5.005,5,5.01,5.01
0,0,1,1,1,1,1,0,0,0,1,1,1,1,0.04,0.02,0.02,0.14,0.05,0.075,0.2,0.01,0.425,0.02
1,0,1,1,1,1,1,0,0,0,1,1,1,1,5.01,5.01,5,5,5.01,5.01,5.015,5.01,5.035,5.01
0,1,1,1,1,1,1,0,0,0,1,1,1,1,0.07,0.03,0.07,0.26,0.1,0.09,0.35,0.03,0.675,0.035
1,1,1,1,1,1,1,0,0,0,1,1,1,1,5.005,5.01,5,5,5.01,5.01,5.02,5.005,5.03,5.005
0,0,0,0,0,0,0,1,0,0,1,1,1,1,0.01,0,0.06,0.12,0.11,0.035,0.095,0,0.175,0.07
1,0,0,0,0,0,0,1,0,0,1,1,1,1,5,5.01,5,5,5,5.005,5.015,5,5.03,5
0,1,0,0,0,0,0,1,0,0,1,1,1,1,0.055,0.03,0.02,0.97,0.01,0.03,0.305,0.025,0.715,0.05
1,1,0,0,0,0,0,1,0,0,1,1,1,1,5.01,5.01,5,5,5.01,5.01,5.025,5.01,5.025,5.005
0,0,1,0,0,0,0,1,0,0,1,1,1,1,0.01,0,0.07,0.125,0.01,0.1,0.045,0,0.13,0.075
1,0,1,0,0,0,0,1,0,0,1,1,1,1,5.005,5.02,5,5,5.01,5.01,5.03,5.02,5.04,5
0,1,1,0,0,0,0,1,0,0,1,1,1,1,0.015,0,0.015,0.98,0.05,0.18,0.075,0,0.175,0.04
1,1,1,0,0,0,0,1,0,0,1,1,1,1,4.98,2.12,5,5,5.01,5.01,5.02,1.955,5.02,5
0,0,0,1,0,0,0,1,0,0,1,1,1,1,0.02,0.01,0.065,0.12,0.07,0.215,0.13,0.01,0.275,0.08
1,0,0,1,0,0,0,1,0,0,1,1,1,1,5.02,5.02,5,5,5.02,5.03,5.02,5.02,5.02,5
0,1,0,1,0,0,0,1,0,0,1,1,1,1,0.03,0.01,0.015,0.99,0.03,0.04,0.16,0.01,0.295,0.05
1,1,0,1,0,0,0,1,0,0,1,1,1,1,5.03,5.02,5,5,5.02,5.03,5.005,5.02,5.06,5.005
0,0,1,1,0,0,0,1,0,0,1,1,1,1,0.02,0.01,0.065,0.13,0.07,0.215,0.13,0.01,0.26,0.065
1,0,1,1,0,0,0,1,0,0,1,1,1,1,5.02,5.02,5,5,5.02,5.03,5.025,5.02,5.035,5
0,1,1,1,0,0,0,1,0,0,1,1,1,1,0.03,0.01,0.015,0.98,0.03,0.04,0.16,0.01,0.265,0.05
1,1,1,1,0,0,0,1,0,0,1,1,1,1,5.03,5.02,5,5,5.02,5.03,5.04,5.02,5.02,5.005
0,0,0,0,1,0,0,1,0,0,1,1,1,1,0.15,0.07,0.04,0.08,0.31,0.065,0.715,0.07,1.455,0.06
1,0,0,0,1,0,0,1,0,0,1,1,1,1,5.01,5.01,5,5,5.02,5.015,5.035,5.01,5.03,0.05
0,1,0,0,1,0,0,1,0,0,1,1,1,1,0.055,0.02,0.03,0.49,0.35,0.215,0.29,0.02,0.61,0.06
1,1,0,0,1,0,0,1,0,0,1,1,1,1,5.02,5.01,5,5,5.02,5.02,5.035,5.015,5.04,5.005
0,0,1,0,1,0,0,1,0,0,1,1,1,1,0.155,0.07,0.04,0.08,0.285,0.065,0.76,0.065,1.62,0.06
1,0,1,0,1,0,0,1,0,0,1,1,1,1,5.01,5.01,5,5,5.02,5.02,5.03,5.01,5.04,0.055
0,1,1,0,1,0,0,1,0,0,1,1,1,1,0.055,0.02,0.03,0.51,0.35,0.225,0.305,0.02,0.6,0.065
1,1,1,0,1,0,0,1,0,0,1,1,1,1,5.015,5.01,5,5,5.02,5.02,5.025,5.015,5.025,5
0,0,0,1,1,0,0,1,0,0,1,1,1,1,0.145,0.065,0.04,0.075,0.295,0.065,0.775,0.065,1.56,0.055
1,0,0,1,1,0,0,1,0,0,1,1,1,1,5.01,5.01,5,5,5.02,5.02,5.01,5.01,5.005,0.05
0,1,0,1,1,0,0,1,0,0,1,1,1,1,0.055,0.02,0.04,0.505,0.355,0.215,0.28,0.02,0.55,0.055
1,1,0,1,1,0,0,1,0,0,1,1,1,1,5.015,5.01,5,5,5.02,5.02,5.03,5.01,5,5
0,0,1,1,1,0,0,1,0,0,1,1,1,1,0.15,0.065,0.04,0.08,0.3,0.065,0.74,0.065,1.575,0.055
1,0,1,1,1,0,0,1,0,0,1,1,1,1,5.01,5.01,5,5,5.02,5.02,5.015,5.01,5.035,0.05
0,1,1,1,1,0,0,1,0,0,1,1,1,1,0.05,0.02,0.035,0.5,0.34,0.23,0.245,0.02,0.545,0.065
1,1,1,1,1,0,0,1,0,0,1,1,1,1,5.015,5.01,5,5,5.02,5.02,5.025,5.01,5.025,5
0,0,0,0,0,1,0,1,0,0,1,1,1,1,0.04,0.02,0.02,0.15,0.2,0.1,0.2,0.01,0.46,0
1,0,0,0,0,1,0,1,0,0,1,1,1,1,5,5.005,5,5,3.99,5,5.025,5,5.02,0.075
0,1,0,0,0,1,0,1,0,0,1,1,1,1,0.07,0.03,0.07,0.26,0.135,0.04,0.345,0.02,0.66,0
1,1,0,0,0,1,0,1,0,0,1,1,1,1,5.005,5,5,5,5.005,5,5.005,5,5.05,0.255
0,0,1,0,0,1,0,1,0,0,1,1,1,1,0.04,0.02,0.02,0.14,0.315,0.13,0.18,0.015,0.435,0
1,0,1,0,0,1,0,1,0,0,1,1,1,1,5,5.005,5,5,4.035,5,5.01,5,5.025,0.07
0,1,1,0,0,1,0,1,0,0,1,1,1,1,0.07,0.025,0.07,0.255,0.14,0.04,0.345,0.035,0.645,0
1,1,1,0,0,1,0,1,0,0,1,1,1,1,5.005,5.005,5,5,5,5,5.02,5,5.04,0.26
0,0,0,1,0,1,0,1,0,0,1,1,1,1,0.035,0.02,0.02,0.14,0.21,0.1,0.185,0.01,0.42,0
1,0,0,1,0,1,0,1,0,0,1,1,1,1,5,5,5,5,5,5,5.02,5.005,5.035,0.08
0,1,0,1,0,1,0,1,0,0,1,1,1,1,0.08,0.04,0.07,0.255,0.065,0.04,0.385,0.035,0.825,0
1,1,0,1,0,1,0,1,0,0,1,1,1,1,5.005,5,5,5,5,5,5.01,5,5.05,0.28
0,0,1,1,0,1,0,1,0,0,1,1,1,1,0.04,0.02,0.02,0.135,0.195,0.1,0.175,0.02,0.375,0
1,0,1,1,0,1,0,1,0,0,1,1,1,1,5.01,5,5,5,5.01,5,5.015,5.005,5.07,0.08
0,1,1,1,0,1,0,1,0,0,1,1,1,1,0.08,0.04,0.07,0.255,0.07,0.04,0.405,0.03,0.8,0
1,1,1,1,0,1,0,1,0,0,1,1,1,1,5.01,5,5,5,5,5,5.025,5,5.02,0.265
0,0,0,0,1,1,0,1,0,0,1,1,1,1,0.04,0.02,0.02,0.14,0.16,0.225,0.185,0.015,0.375,0
1,0,0,0,1,1,0,1,0,0,1,1,1,1,5.005,5.01,5,5,5.005,5,5.005,5,5.04,5.005
0,1,0,0,1,1,0,1,0,0,1,1,1,1,0.1,0.045,0.07,0.255,0.055,0.04,0.51,0.035,1.06,0
1,1,0,0,1,1,0,1,0,0,1,1,1,1,5.01,5.005,5,5,5,5,5,5,5.08,5
0,0,1,0,1,1,0,1,0,0,1,1,1,1,0.04,0.02,0.02,0.14,0.155,0.235,0.185,0.01,0.365,0
1,0,1,0,1,1,0,1,0,0,1,1,1,1,5.005,5.005,5,5,5.01,5.005,5.015,5,5.015,5.01
0,1,1,0,1,1,0,1,0,0,1,1,1,1,0.105,0.045,0.07,0.255,0.06,0.04,0.51,0.04,1,0
1,1,1,0,1,1,0,1,0,0,1,1,1,1,5.01,5.005,5,5,5.01,5,5.02,5,5.05,5.01
0,0,0,1,1,1,0,1,0,0,1,1,1,1,0.04,0.02,0.02,0.13,0.155,0.23,0.195,0.01,0.41,0
1,0,0,1,1,1,0,1,0,0,1,1,1,1,5.01,5.01,5,5,5.01,5,5.005,5,5.045,5.01
0,1,0,1,1,1,0,1,0,0,1,1,1,1,0.1,0.04,0.07,0.255,0.06,0.04,0.51,0.04,0.96,0
1,1,0,1,1,1,0,1,0,0,1,1,1,1,5.01,5.01,5,5,5,5,5.03,5,5.035,5.005
0,0,1,1,1,1,0,1,0,0,1,1,1,1,0.04,0.015,0.02,0.145,0.155,0.24,0.215,0.02,0.375,0
1,0,1,1,1,1,0,1,0,0,1,1,1,1,5,5.005,5,5,5.01,5,5.02,5,5.055,5.01
0,1,1,1,1,1,0,1,0,0,1,1,1,1,0.1,0.05,0.07,0.26,0.06,0.04,0.475,0.04,1.055,0
1,1,1,1,1,1,0,1,0,0,1,1,1,1,5.005,5.01,5,5,5.01,5,5.02,5,5.02,5.005
0,0,0,0,0,0,1,1,0,0,1,1,1,1,0.035,0.02,0.06,0.12,0.61,0.11,0.2,0.01,0.435,0.075
1,0,0,0,0,0,1,1,0,0,1,1,1,1,5,5,5,5,5,5,5.025,5.01,5.04,5
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0.06,0.025,0.01,0.975,0.555,0.08,0.295,0.02,0.59,0.045
1,1,0,0,0,0,1,1,0,0,1,1,1,1,5.01,4.205,5,5,5.005,1.315,5.025,3.905,5.015,5.005
0,0,1,0,0,0,1,1,0,0,1,1,1,1,0.025,0.005,0.07,0.125,0.48,0.185,0.15,0.01,0.33,0.07
1,0,1,0,0,0,1,1,0,0,1,1,1,1,0.51,0.25,5,5,0.305,5.01,2.525,0.24,4.97,5
0,1,1,0,0,0,1,1,0,0,1,1,1,1,0.095,0.04,0.02,0.98,0.04,0.24,0.51,0.04,0.96,0.045
1,1,1,0,0,0,1,1,0,0,1,1,1,1,5.01,5.01,5,5,0.225,5.01,5.005,5.01,5.035,5
0,0,0,1,0,0,1,1,0,0,1,1,1,1,0.025,0.01,0.07,0.13,0.01,0.08,0.125,0.01,0.315,0.07
1,0,0,1,0,0,1,1,0,0,1,1,1,1,5.03,5.02,5,5,5.02,5.02,5.03,5.02,5.025,5
0,1,0,1,0,0,1,1,0,0,1,1,1,1,0.025,0.01,0.01,0.995,0.075,0.035,0.115,0.015,0.34,0.05
1,1,0,1,0,0,1,1,0,0,1,1,1,1,5.03,5.04,5,5,5.02,5.02,5.055,5.04,5.01,5
0,0,1,1,0,0,1,1,0,0,1,1,1,1,0.04,0.02,0.07,0.125,0.065,0.045,0.15,0.02,0.425,0.075
1,0,1,1,0,0,1,1,0,0,1,1,1,1,5.025,5.02,5,5,5.01,5.03,5.03,5.025,5.05,5
0,1,1,1,0,0,1,1,0,0,1,1,1,1,0.02,0.005,0.02,0.97,0.075,0.01,0.09,0.01,0.145,0.045
1,1,1,1,0,0,1,1,0,0,1,1,1,1,5.025,5.02,5,5,5.02,5.03,5.04,5.02,5.045,5.005
0,0,0,0,1,0,1,1,0,0,1,1,1,1,0.11,0.045,0.035,0.085,0.035,0.035,0.455,0.045,0.74,0.055
1,0,0,0,1,0,1,1,0,0,1,1,1,1,5.01,5.01,5,5,5.02,5.02,5.025,5.005,5.03,0.06
0,1,0,0,1,0,1,1,0,0,1,1,1,1,0.125,0.055,0.025,0.5,0.155,0.06,0.495,0.045,0.835,0.06
1,1,0,0,1,0,1,1,0,0,1,1,1,1,5.01,5.01,5,5,5.015,5.02,5.01,5.01,5.03,5.005
0,0,1,0,1,0,1,1,0,0,1,1,1,1,0.035,0.02,0.04,0.08,0.185,0.01,0.16,0.02,0.3,0.06
1,0,1,0,1,0,1,1,0,0,1,1,1,1,5.01,5.01,5,5,5.02,5.02,5.02,5.01,5.03,0.06
0,1,1,0,1,0,1,1,0,0,1,1,1,1,0.12,0.05,0.035,0.515,0.02,0.08,0.46,0.05,0.755,0.065
1,1,1,0,1,0,1,1,0,0,1,1,1,1,5.01,5.01,5,5,5.02,5.02,5.01,5.01,5.03,5.01
0,0,0,1,1,0,1,1,0,0,1,1,1,1,0.02,0,0.04,0.08,0.055,0.12,0.065,0,0.115,0.055
1,0,0,1,1,0,1,1,0,0,1,1,1,1,5.01,4.94,5,5,3.69,5.02,5.02,4.57,5.03,0.05
0,1,0,1,1,0,1,1,0,0,1,1,1,1,0.025,0.01,0.035,0.505,0.33,0.06,0.11,0,0.16,0.06
1,1,0,1,1,0,1,1,0,0,1,1,1,1,3.54,1.49,5,5,5.02,5.02,5.03,1.445,5.04,5
0,0,1,1,1,0,1,1,0,0,1,1,1,1,0.02,0,0.04,0.09,0.05,0.055,0.09,0.005,0.16,0.055
1,0,1,1,1,0,1,1,0,0,1,1,1,1,5.01,5.01,5,5,5.02,5.02,5.025,5.01,5.045,0.045
0,1,1,1,1,0,1,1,0,0,1,1,1,1,0.07,0.03,0.03,0.5,0.045,0.1,0.25,0.03,0.4,0.06
1,1,1,1,1,0,1,1,0,0,1,1,1,1,5.02,5.01,5,5,2.875,5.02,5.03,5.01,5.025,5
0,0,0,0,0,1,1,1,0,0,1,1,1,1,0.04,0.02,0.02,0.14,0.09,0.08,0.16,0.015,0.285,0
1,0,0,0,0,1,1,1,0,0,1,1,1,1,5.01,5,5,5,5.01,5.01,5.025,5.01,5.015,0.08
0,1,0,0,0,1,1,1,0,0,1,1,1,1,0.08,0.035,0.07,0.255,0.21,0.33,0.34,0.035,0.585,0
1,1,0,0,0,1,1,1,0,0,1,1,1,1,5.01,5.01,5,5,5.01,5.01,5.015,5,5.04,0.255
0,0,1,0,0,1,1,1,0,0,1,1,1,1,0.04,0.01,0.02,0.14,0.105,0.22,0.165,0.01,0.21,0
1,0,1,0,0,1,1,1,0,0,1,1,1,1,5.01,5.005,5,5,5.01,5.01,5.015,5.01,5.02,0.08
0,1,1,0,0,1,1,1,0,0,1,1,1,1,0.09,0.04,0.07,0.26,0.14,0.08,0.345,0.035,0.625,0
1,1,1,0,0,1,1,1,0,0,1,1,1,1,5.005,5.01,5,5,5.01,5.01,5.035,5.005,5.03,0.255
0,0,0,1,0,1,1,1,0,0,1,1,1,1,0.04,0.02,0.02,0.14,0.06,0.055,0.155,0.01,0.285,0
1,0,0,1,0,1,1,1,0,0,1,1,1,1,5.01,5.005,5,5,5.01,5.01,5.015,5.01,5.025,0.08
0,1,0,1,0,1,1,1,0,0,1,1,1,1,0.065,0.025,0.07,0.255,0.08,0.155,0.27,0.02,0.415,0
1,1,0,1,0,1,1,1,0,0,1,1,1,1,5.01,5,5,5,5.015,5.01,5.015,5.01,5.015,0.265
0,0,1,1,0,1,1,1,0,0,1,1,1,1,0.04,0.015,0.02,0.14,0.12,0.1,0.16,0.01,0.28,0
1,0,1,1,0,1,1,1,0,0,1,1,1,1,5,5.01,5,5,5,5.01,5.03,5,5.035,0.08
0,1,1,1,0,1,1,1,0,0,1,1,1,1,0.07,0.03,0.07,0.255,0.09,0.12,0.285,0.03,0.49,0
1,1,1,1,0,1,1,1,0,0,1,1,1,1,0.885,0.395,5,5,5.005,5.005,3.325,0.425,5.01,0.275
0,0,0,0,1,1,1,1,0,0,1,1,1,1,0.04,0.015,0.02,0.135,0.255,0.105,0.155,0.015,0.26,0
1,0,0,0,1,1,1,1,0,0,1,1,1,1,5,5.01,5,5,5.01,5.01,5.005,5.015,5.045,5.01
0,1,0,0,1,1,1,1,0,0,1,1,1,1,0.1,0.04,0.07,0.25,0.165,0.105,0.395,0.04,0.63,0
1,1,0,0,1,1,1,1,0,0,1,1,1,1,5.01,5.01,5,5,5.01,5.01,5.02,5,5.03,5
0,0,1,0,1,1,1,1,0,0,1,1,1,1,0.035,0.01,0.02,0.14,0.28,0.09,0.16,0.01,0.255,0
1,0,1,0,1,1,1,1,0,0,1,1,1,1,5.005,5.01,5,5,5.01,5.01,5.01,5,5.04,5.01
0,1,1,0,1,1,1,1,0,0,1,1,1,1,0.08,0.035,0.07,0.255,0.15,0.15,0.3,0.03,0.55,0
1,1,1,0,1,1,1,1,0,0,1,1,1,1,5.01,5.01,5,5,5.01,5.01,5.03,5,5.04,5.005
0,0,0,1,1,1,1,1,0,0,1,1,1,1,0.04,0.015,0.02,0.14,0.225,0.055,0.16,0.01,0.275,0
1,0,0,1,1,1,1,1,0,0,1,1,1,1,5.01,5.01,5,5,5.01,5.01,5.01,5.005,5.005,5.01
0,1,0,1,1,1,1,1,0,0,1,1,1,1,0.09,0.04,0.07,0.255,0.085,0.135,0.32,0.025,0.56,0
1,1,0,1,1,1,1,1,0,0,1,1,1,1,5.005,5.01,5,5,5.01,5.01,5.03,5.015,5.02,5
0,0,1,1,1,1,1,1,0,0,1,1,1,1,0.04,0.02,0.02,0.14,0.05,0.08,0.185,0.01,0.24,0
1,0,1,1,1,1,1,1,0,0,1,1,1,1,5.01,5.015,5,5,5.01,5.01,5.03,5.01,5.025,5.01
0,1,1,1,1,1,1,1,0,0,1,1,1,1,0.07,0.03,0.07,0.26,0.1,0.095,0.34,0.03,0.67,0
1,1,1,1,1,1,1,1,0,0,1,1,1,1,5,5.01,5,5,5.01,5.01,5.025,5,5.005,5
0,0,0,0,0,0,0,0,1,0,1,1,1,1,0.01,0,0.065,0.125,0.11,0.035,0.04,0,0.135,0.095
1,0,0,0,0,0,0,0,1,0,1,1,1,1,5,5.01,5,5,5,5,5.025,5,5.03,5.02
0,1,0,0,0,0,0,0,1,0,1,1,1,1,0.06,0.02,0.015,0.985,0.005,0.03,0.32,0.03,0.545,0.065
1,1,0,0,0,0,0,0,1,0,1,1,1,1,5,5.01,5,5,5.01,5.01,5.015,5.01,5.055,5.015
0,0,1,0,0,0,0,0,1,0,1,1,1,1,0.01,0,0.065,0.125,0.01,0.095,0.02,0,0.09,0.1
1,0,1,0,0,0,0,0,1,0,1,1,1,1,5.01,5.02,5,5,5.01,5.01,5.005,5.02,5.045,5.02
0,1,1,0,0,0,0,0,1,0,1,1,1,1,0.015,0,0.015,0.99,0.05,0.18,0.08,0,0.17,0.06
1,1,1,0,0,0,0,0,1,0,1,1,1,1,4.96,2.12,5,5,5.01,5.01,5.02,1.995,5.04,5.02
0,0,0,1,0,0,0,0,1,0,1,1,1,1,0.02,0.005,0.07,0.125,0.07,0.205,0.115,0.01,0.235,0.095
1,0,0,1,0,0,0,0,1,0,1,1,1,1,5.03,5.02,5,5,5.02,5.03,5.025,5.02,5.02,5.02
0,1,0,1,0,0,0,0,1,0,1,1,1,1,0.025,0.01,0.02,1.005,0.03,0.04,0.125,0.005,0.31,0.07
1,1,0,1,0,0,0,0,1,0,1,1,1,1,5.03,5.02,5,5,5.02,5.03,5.04,5.02,5.105,5.02
0,0,1,1,0,0,0,0,1,0,1,1,1,1,0.02,0.01,0.065,0.125,0.065,0.22,0.115,0.005,0.2,0.095
1,0,1,1,0,0,0,0,1,0,1,1,1,1,5.03,5.02,5,5,5.02,5.03,5.03,5.02,5.06,5.02
0,1,1,1,0,0,0,0,1,0,1,1,1,1,0.025,0.01,0.015,0.97,0.03,0.04,0.11,0.005,0.33,0.065
1,1,1,1,0,0,0,0,1,0,1,1,1,1,5.03,5.02,5,5,5.02,5.03,5.01,5.02,5.07,5.015
0,0,0,0,1,0,0,0,1,0,1,1,1,1,0.16,0.07,0.04,0.08,0.3,0.065,0.705,0.065,1.535,0.1
1,0,0,0,1,0,0,0,1,0,1,1,1,1,5.01,5.01,5,5,5.02,5.015,5.025,5.01,5.045,5.02
0,1,0,0,1,0,0,0,1,0,1,1,1,1,0.055,0.02,0.03,0.51,0.35,0.225,0.285,0.02,0.54,0.13
1,1,0,0,1,0,0,0,1,0,1,1,1,1,5.01,5.01,5,5,5.02,5.02,5.02,5.01,5.03,5.02
0,0,1,0,1,0,0,0,1,0,1,1,1,1,0.145,0.065,0.04,0.08,0.295,0.07,0.755,0.07,1.59,0.105
1,0,1,0,1,0,0,0,1,0,1,1,1,1,5.01,5.015,5,5,5.02,5.02,5.01,5.01,5.055,5.02
0,1,1,0,1,0,0,0,1,0,1,1,1,1,0.05,0.02,0.03,0.495,0.35,0.22,0.265,0.025,0.58,0.125
1,1,1,0,1,0,0,0,1,0,1,1,1,1,5.01,5.01,5,5,5.02,5.02,5.02,5.01,5.015,5.015
0,0,0,1,1,0,0,0,1,0,1,1,1,1,0.16,0.07,0.04,0.085,0.305,0.07,0.78,0.07,1.545,0.105
1,0,0,1,1,0,0,0,1,0,1,1,1,1,5.01,5.01,5,5,5.02,5.02,5.025,5.015,5.065,5.02
0,1,0,1,1,0,0,0,1,0,1,1,1,1,0.055,0.02,0.04,0.5,0.345,0.235,0.275,0.02,0.615,0.125
1,1,0,1,1,0,0,0,1,0,1,1,1,1,5.015,5.01,5,5,5.02,5.02,5.025,5.01,5.04,5.02
0,0,1,1,1,0,0,0,1,0,1,1,1,1,0.15,0.07,0.04,0.085,0.3,0.065,0.775,0.07,1.62,0.1
1,0,1,1,1,0,0,0,1,0,1,1,1,1,5.01,5.01,5,5,5.02,5.02,5.02,5.01,5.04,5.01
0,1,1,1,1,0,0,0,1,0,1,1,1,1,0.055,0.02,0.035,0.505,0.34,0.22,0.28,0.02,0.56,0.13
1,1,1,1,1,0,0,0,1,0,1,1,1,1,5.02,5.01,5,5,5.02,5.02,5,5.01,5.04,5.02
0,0,0,0,0,1,0,0,1,0,1,1,1,1,0.04,0.02,0.02,0.14,0.2,0.095,0.2,0.01,0.38,0.04
1,0,0,0,0,1,0,0,1,0,1,1,1,1,5,5.005,5,5,4.03,5,5,5,5.015,5.02
0,1,0,0,0,1,0,0,1,0,1,1,1,1,0.065,0.025,0.07,0.25,0.135,0.04,0.33,0.025,0.71,0
1,1,0,0,0,1,0,0,1,0,1,1,1,1,5,5.005,5,5,5.005,5,5,5,5.035,5.015
0,0,1,0,0,1,0,0,1,0,1,1,1,1,0.04,0.02,0.02,0.145,0.315,0.13,0.2,0.02,0.38,0.04
1,0,1,0,0,1,0,0,1,0,1,1,1,1,5,5.005,5,5,4.02,5,5.015,5,5.025,5.02
0,1,1,0,0,1,0,0,1,0,1,1,1,1,0.065,0.03,0.07,0.255,0.14,0.04,0.335,0.03,0.745,0.005
1,1,1,0,0,1,0,0,1,0,1,1,1,1,5,5.01,5,5,5.005,5,5.03,5,5.03,5.015
0,0,0,1,0,1,0,0,1,0,1,1,1,1,0.04,0.02,0.02,0.145,0.2,0.095,0.185,0.01,0.385,0.04
1,0,0,1,0,1,0,0,1,0,1,1,1,1,5.005,5,5,5,5.01,5,5.02,5,5.025,5.02
0,1,0,1,0,1,0,0,1,0,1,1,1,1,0.08,0.035,0.07,0.255,0.07,0.04,0.36,0.03,0.745,0
1,1,0,1,0,1,0,0,1,0,1,1,1,1,5.01,5,5,5,5.005,5,5,5.005,5.04,5.02
0,0,1,1,0,1,0,0,1,0,1,1,1,1,0.04,0.02,0.02,0.14,0.205,0.095,0.195,0.015,0.41,0.04
1,0,1,1,0,1,0,0,1,0,1,1,1,1,5,5,5,5,5.01,5.005,5.005,5.005,5.03,5.02
0,1,1,1,0,1,0,0,1,0,1,1,1,1,0.08,0.04,0.07,0.255,0.075,0.04,0.37,0.03,0.835,0.005
1,1,1,1,0,1,0,0,1,0,1,1,1,1,5.01,5,5,5,5,5,5.015,5,5.025,5.02
0,0,0,0,1,1,0,0,1,0,1,1,1,1,0.04,0.02,0.02,0.145,0.16,0.235,0.19,0.01,0.385,0.095
1,0,0,0,1,1,0,0,1,0,1,1,1,1,5.01,5.01,5,5,5.005,5,5.02,5,5.045,5.02
0,1,0,0,1,1,0,0,1,0,1,1,1,1,0.1,0.04,0.07,0.26,0.06,0.04,0.49,0.04,1.06,0.005
1,1,0,0,1,1,0,0,1,0,1,1,1,1,5.005,5.01,5,5,5.005,5.005,5.025,5,5.02,5.02
0,0,1,0,1,1,0,0,1,0,1,1,1,1,0.035,0.02,0.02,0.145,0.16,0.235,0.215,0.02,0.375,0.1
1,0,1,0,1,1,0,0,1,0,1,1,1,1,5.01,5.01,5,5,5.01,5,5.01,5,5.03,5.015
0,1,1,0,1,1,0,0,1,0,1,1,1,1,0.11,0.04,0.07,0.26,0.06,0.04,0.52,0.04,1.075,0
1,1,1,0,1,1,0,0,1,0,1,1,1,1,5.01,5.01,5,5,5,5,5.01,5,5.02,5.02
0,0,0,1,1,1,0,0,1,0,1,1,1,1,0.04,0.02,0.02,0.135,0.15,0.235,0.18,0.01,0.39,0.095
1,0,0,1,1,1,0,0,1,0,1,1,1,1,5.005,5.01,5,5,5.005,5,5.03,5,5.025,5.02
0,1,0,1,1,1,0,0,1,0,1,1,1,1,0.095,0.05,0.065,0.25,0.06,0.04,0.505,0.04,1.055,0.005
1,1,0,1,1,1,0,0,1,0,1,1,1,1,5.01,5.01,5,5,5,5.005,5.01,5,5.01,5.015
