spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,solving_time_feature1_2_7_10286,solving_time_feature8_2_7_10286,solving_time_feature9_1_2_10286,solving_time_feature10_1_2_8287,solving_time_feature11_2_7_4435,solving_time_feature12_2_7_4435,solving_time_amazon_micro_2_7_10286,solving_time_azure_2_7_10286,solving_time_amazon_nano_2_7_10286,solving_time_feature20_2_7_10286
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0.025,0.01,0.015,0.99,0.03,0.04,0.13,0.01,0.275,0.045
1,1,0,1,0,0,0,1,0,0,0,0,1,0,5.02,5.02,5,5,5.02,5.03,5.02,5.02,5.02,5
0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.02,0.01,0.06,0.13,0.06,0.23,0.12,0.01,0.25,0.07
1,0,1,1,0,0,0,1,0,0,0,0,1,0,5.03,5.02,5,5,5.02,5.03,5.015,5.02,5.015,5
0,1,1,1,0,0,0,1,0,0,0,0,1,0,0.025,0.01,0.02,0.98,0.03,0.04,0.145,0.01,0.34,0.05
1,1,1,1,0,0,0,1,0,0,0,0,1,0,5.02,5.02,5,5,5.02,5.03,5.015,5.02,5.06,5
0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.155,0.065,0.04,0.08,0.295,0.065,0.795,0.06,1.54,0.055
1,0,0,0,1,0,0,1,0,0,0,0,1,0,5.01,5.01,5,5,5.02,5.02,5.015,5.015,5.065,0.055
0,1,0,0,1,0,0,1,0,0,0,0,1,0,0.055,0.02,0.035,0.505,0.34,0.22,0.29,0.02,0.605,0.06
1,1,0,0,1,0,0,1,0,0,0,0,1,0,5.01,5.01,5,5,5.02,5.02,5.015,5.01,5.065,5.005
0,0,1,0,1,0,0,1,0,0,0,0,1,0,0.145,0.07,0.045,0.085,0.3,0.065,0.765,0.065,1.555,0.06
1,0,1,0,1,0,0,1,0,0,0,0,1,0,5.01,5.01,5,5,5.02,5.02,5.04,5.01,5.07,0.05
0,1,1,0,1,0,0,1,0,0,0,0,1,0,0.055,0.02,0.03,0.5,0.355,0.22,0.25,0.02,0.61,0.06
1,1,1,0,1,0,0,1,0,0,0,0,1,0,5.02,5.01,5,5,5.02,5.02,5.015,5.015,5.04,5
0,0,0,1,1,0,0,1,0,0,0,0,1,0,0.15,0.065,0.04,0.08,0.3,0.07,0.75,0.07,1.585,0.055
1,0,0,1,1,0,0,1,0,0,0,0,1,0,5.01,5.01,5,5,5.02,5.02,5.02,5.015,5.01,0.05
0,1,0,1,1,0,0,1,0,0,0,0,1,0,0.05,0.02,0.03,0.5,0.355,0.23,0.285,0.02,0.595,0.06
1,1,0,1,1,0,0,1,0,0,0,0,1,0,5.01,5.01,5,5,5.02,5.02,5.025,5.01,5.055,5
0,0,1,1,1,0,0,1,0,0,0,0,1,0,0.15,0.07,0.04,0.085,0.305,0.07,0.735,0.065,1.53,0.055
1,0,1,1,1,0,0,1,0,0,0,0,1,0,5.01,5.01,5,5,5.02,5.02,5.02,5.015,5.02,0.05
0,1,1,1,1,0,0,1,0,0,0,0,1,0,0.05,0.02,0.035,0.505,0.35,0.23,0.3,0.02,0.605,0.06
1,1,1,1,1,0,0,1,0,0,0,0,1,0,5.01,5.01,5,5,5.02,5.02,5.02,5.01,5.04,5.005
0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.04,0.01,0.02,0.14,0.205,0.1,0.2,0.01,0.395,0
1,0,0,0,0,1,0,1,0,0,0,0,1,0,5,5.005,5,5,4.02,5,5.015,5,5.035,0.08
0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.07,0.03,0.07,0.245,0.14,0.04,0.34,0.03,0.73,0
1,1,0,0,0,1,0,1,0,0,0,0,1,0,5.01,5.01,5,5,5.01,5,5.03,5,5.06,0.255
0,0,1,0,0,1,0,1,0,0,0,0,1,0,0.04,0.02,0.02,0.14,0.315,0.135,0.2,0.01,0.42,0
1,0,1,0,0,1,0,1,0,0,0,0,1,0,5,5,5,5,4.025,5,5.015,5,5.01,0.075
0,1,1,0,0,1,0,1,0,0,0,0,1,0,0.07,0.03,0.07,0.25,0.14,0.04,0.36,0.03,0.67,0
1,1,1,0,0,1,0,1,0,0,0,0,1,0,5.005,5.005,5,5,5,5,5.035,5,5.075,0.255
0,0,0,1,0,1,0,1,0,0,0,0,1,0,0.04,0.015,0.02,0.145,0.195,0.1,0.18,0.01,0.395,0
1,0,0,1,0,1,0,1,0,0,0,0,1,0,5,5,5,5,5.005,5,5.015,5,5.03,0.08
0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.075,0.035,0.07,0.265,0.065,0.04,0.39,0.03,0.82,0
1,1,0,1,0,1,0,1,0,0,0,0,1,0,5,5,5,5,5,5,5.01,5,5.04,0.265
0,0,1,1,0,1,0,1,0,0,0,0,1,0,0.04,0.01,0.02,0.14,0.205,0.1,0.215,0.01,0.415,0
1,0,1,1,0,1,0,1,0,0,0,0,1,0,5.005,5,5,5,5,5.005,5.01,5,5.075,0.08
0,1,1,1,0,1,0,1,0,0,0,0,1,0,0.075,0.035,0.07,0.26,0.065,0.04,0.39,0.025,0.775,0
1,1,1,1,0,1,0,1,0,0,0,0,1,0,5.01,5,5,5,5,5,5.02,5.005,5.015,0.26
0,0,0,0,1,1,0,1,0,0,0,0,1,0,0.035,0.02,0.02,0.14,0.15,0.23,0.18,0.01,0.415,0
1,0,0,0,1,1,0,1,0,0,0,0,1,0,5.005,5.01,5,5,5.005,5,5.02,5,5.04,5.01
0,1,0,0,1,1,0,1,0,0,0,0,1,0,0.1,0.045,0.07,0.26,0.06,0.04,0.515,0.04,1.01,0
1,1,0,0,1,1,0,1,0,0,0,0,1,0,5.005,5.01,5,5,5.005,5,5.015,5,5.025,5
0,0,1,0,1,1,0,1,0,0,0,0,1,0,0.04,0.015,0.02,0.14,0.155,0.24,0.19,0.01,0.405,0
1,0,1,0,1,1,0,1,0,0,0,0,1,0,5.01,5.005,5,5,5.005,5,5.005,5,5.01,5.01
0,1,1,0,1,1,0,1,0,0,0,0,1,0,0.11,0.045,0.07,0.255,0.06,0.04,0.505,0.04,1.04,0
1,1,1,0,1,1,0,1,0,0,0,0,1,0,5.01,5.01,5,5,5.005,5,5.02,5,5.015,5.005
0,0,0,1,1,1,0,1,0,0,0,0,1,0,0.04,0.015,0.02,0.14,0.15,0.25,0.19,0.02,0.41,0
1,0,0,1,1,1,0,1,0,0,0,0,1,0,5.01,5.01,5,5,5.005,5,5.015,5,5.08,5.01
0,1,0,1,1,1,0,1,0,0,0,0,1,0,0.105,0.04,0.07,0.255,0.06,0.04,0.51,0.045,1.05,0
1,1,0,1,1,1,0,1,0,0,0,0,1,0,5.01,5.005,5,5,5.005,5,5.02,5,5.02,5.005
0,0,1,1,1,1,0,1,0,0,0,0,1,0,0.04,0.015,0.02,0.14,0.155,0.24,0.19,0.02,0.37,0
1,0,1,1,1,1,0,1,0,0,0,0,1,0,5.01,5.01,5,5,5.01,5,5.005,5,5.03,5.01
0,1,1,1,1,1,0,1,0,0,0,0,1,0,0.105,0.04,0.08,0.26,0.06,0.04,0.51,0.04,1.08,0
1,1,1,1,1,1,0,1,0,0,0,0,1,0,5.005,5.01,5,5,5.005,5,5.015,5,5.025,5
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.04,0.01,0.065,0.12,0.595,0.11,0.22,0.01,0.38,0.08
1,0,0,0,0,0,1,1,0,0,0,0,1,0,5,5,5,5,5,5.005,5.05,5,5.085,5
0,1,0,0,0,0,1,1,0,0,0,0,1,0,0.06,0.025,0.015,0.97,0.555,0.08,0.32,0.02,0.645,0.05
1,1,0,0,0,0,1,1,0,0,0,0,1,0,5.01,4.18,5,5,5.02,1.355,5.03,3.735,5.035,5
0,0,1,0,0,0,1,1,0,0,0,0,1,0,0.025,0.005,0.07,0.12,0.49,0.19,0.16,0.005,0.37,0.08
1,0,1,0,0,0,1,1,0,0,0,0,1,0,0.54,0.225,5,5,0.3,5.01,2.58,0.225,4.85,5
0,1,1,0,0,0,1,1,0,0,0,0,1,0,0.1,0.04,0.02,0.98,0.04,0.24,0.515,0.04,0.98,0.05
1,1,1,0,0,0,1,1,0,0,0,0,1,0,5.01,5.01,5,5,0.22,5.01,5.015,5.01,5.065,5.01
0,0,0,1,0,0,1,1,0,0,0,0,1,0,0.03,0.01,0.065,0.12,0.02,0.07,0.15,0.01,0.385,0.075
1,0,0,1,0,0,1,1,0,0,0,0,1,0,5.04,5.02,5,5,5.02,5.02,5.025,5.02,5.035,5
0,1,0,1,0,0,1,1,0,0,0,0,1,0,0.03,0.01,0.015,0.965,0.075,0.035,0.17,0.01,0.265,0.05
1,1,0,1,0,0,1,1,0,0,0,0,1,0,5.03,5.04,5,5,5.02,5.025,5.035,5.04,5.055,5
0,0,1,1,0,0,1,1,0,0,0,0,1,0,0.035,0.015,0.065,0.12,0.07,0.045,0.18,0.02,0.325,0.075
1,0,1,1,0,0,1,1,0,0,0,0,1,0,5.03,5.02,5,5,5.01,5.03,5.015,5.02,5.125,5
0,1,1,1,0,0,1,1,0,0,0,0,1,0,0.015,0.01,0.02,0.975,0.07,0.01,0.14,0.005,0.26,0.045
1,1,1,1,0,0,1,1,0,0,0,0,1,0,5.03,5.02,5,5,5.02,5.03,5.02,5.02,5.04,5
0,0,0,0,1,0,1,1,0,0,0,0,1,0,0.1,0.05,0.04,0.08,0.04,0.04,0.565,0.04,1.14,0.055
1,0,0,0,1,0,1,1,0,0,0,0,1,0,5.01,5.01,5,5,5.02,5.02,5.01,5.01,5.03,0.055
0,1,0,0,1,0,1,1,0,0,0,0,1,0,0.125,0.055,0.03,0.5,0.15,0.05,0.625,0.055,1.285,0.06
1,1,0,0,1,0,1,1,0,0,0,0,1,0,5.01,5.01,5,5,5.02,5.02,5.02,5.01,5.02,5
0,0,1,0,1,0,1,1,0,0,0,0,1,0,0.04,0.015,0.045,0.09,0.185,0.01,0.185,0.02,0.48,0.055
1,0,1,0,1,0,1,1,0,0,0,0,1,0,5.01,5.01,5,5,5.02,5.02,5.025,5.01,5.02,0.05
0,1,1,0,1,0,1,1,0,0,0,0,1,0,0.115,0.05,0.035,0.5,0.02,0.08,0.57,0.035,1.14,0.07
1,1,1,0,1,0,1,1,0,0,0,0,1,0,5.015,5.01,5,5,5.02,5.02,5.015,5.01,5.02,5.005
0,0,0,1,1,0,1,1,0,0,0,0,1,0,0.015,0,0.04,0.08,0.05,0.115,0.105,0,0.21,0.055
1,0,0,1,1,0,1,1,0,0,0,0,1,0,5.01,4.86,5,5,3.69,5.02,5.025,4.385,5.065,0.045
0,1,0,1,1,0,1,1,0,0,0,0,1,0,0.02,0.01,0.035,0.5,0.315,0.07,0.15,0.01,0.24,0.06
1,1,0,1,1,0,1,1,0,0,0,0,1,0,3.555,1.52,5,5,5.02,5.02,5.02,1.48,5.035,5
0,0,1,1,1,0,1,1,0,0,0,0,1,0,0.02,0,0.04,0.085,0.05,0.06,0.1,0,0.225,0.055
1,0,1,1,1,0,1,1,0,0,0,0,1,0,5.015,5.01,5,5,5.02,5.02,5.02,5.01,5.055,0.05
0,1,1,1,1,0,1,1,0,0,0,0,1,0,0.07,0.025,0.04,0.51,0.05,0.09,0.29,0.025,0.675,0.06
1,1,1,1,1,0,1,1,0,0,0,0,1,0,5.015,5.01,5,5,2.895,5.02,5.015,5.01,5.015,5.005
0,0,0,0,0,1,1,1,0,0,0,0,1,0,0.04,0.015,0.02,0.135,0.09,0.08,0.185,0.01,0.42,0
1,0,0,0,0,1,1,1,0,0,0,0,1,0,5.01,5.005,5,5,5.01,5.01,5.025,5.01,5.045,0.08
0,1,0,0,0,1,1,1,0,0,0,0,1,0,0.08,0.03,0.07,0.255,0.215,0.325,0.39,0.025,0.9,0
1,1,0,0,0,1,1,1,0,0,0,0,1,0,5.005,5.01,5,5,5.01,5.01,5.03,5.01,5.065,0.265
0,0,1,0,0,1,1,1,0,0,0,0,1,0,0.04,0.02,0.02,0.14,0.1,0.225,0.19,0.01,0.405,0
1,0,1,0,0,1,1,1,0,0,0,0,1,0,5.005,5,5,5,5.01,5.01,5.03,5.01,5.035,0.075
0,1,1,0,0,1,1,1,0,0,0,0,1,0,0.09,0.04,0.065,0.255,0.14,0.08,0.42,0.04,0.95,0
1,1,1,0,0,1,1,1,0,0,0,0,1,0,5,5.01,5,5,5.01,5.01,5.01,5.01,5.06,0.265
0,0,0,1,0,1,1,1,0,0,0,0,1,0,0.035,0.015,0.025,0.14,0.06,0.055,0.22,0.01,0.43,0
1,0,0,1,0,1,1,1,0,0,0,0,1,0,5.01,5,5,5,5.01,5.005,5.025,5.01,5.05,0.075
0,1,0,1,0,1,1,1,0,0,0,0,1,0,0.065,0.025,0.07,0.25,0.08,0.15,0.34,0.02,0.63,0
1,1,0,1,0,1,1,1,0,0,0,0,1,0,5.01,5,5,5,5.01,5.01,5.03,5.01,5.095,0.275
0,0,1,1,0,1,1,1,0,0,0,0,1,0,0.04,0.02,0.02,0.14,0.12,0.105,0.2,0.02,0.445,0
1,0,1,1,0,1,1,1,0,0,0,0,1,0,5,5.01,5,5,5,5.01,5.02,5.01,5.005,0.08
0,1,1,1,0,1,1,1,0,0,0,0,1,0,0.065,0.03,0.07,0.255,0.1,0.12,0.36,0.03,0.73,0
1,1,1,1,0,1,1,1,0,0,0,0,1,0,0.925,0.38,5,5,5,5.01,4.195,0.375,5.005,0.265
0,0,0,0,1,1,1,1,0,0,0,0,1,0,0.04,0.02,0.02,0.145,0.245,0.11,0.19,0.015,0.425,0
1,0,0,0,1,1,1,1,0,0,0,0,1,0,5.005,5.01,5,5,5.01,5.01,5.015,5.005,5.04,5.01
0,1,0,0,1,1,1,1,0,0,0,0,1,0,0.095,0.04,0.065,0.26,0.165,0.105,0.465,0.04,1.05,0
1,1,0,0,1,1,1,1,0,0,0,0,1,0,5.01,5.01,5,5,5.01,5.01,5.02,5.005,5.065,5
0,0,1,0,1,1,1,1,0,0,0,0,1,0,0.04,0.02,0.02,0.14,0.29,0.08,0.21,0.01,0.44,0
1,0,1,0,1,1,1,1,0,0,0,0,1,0,5,5.01,5,5,5.01,5.01,5.025,5.01,5.08,5.01
0,1,1,0,1,1,1,1,0,0,0,0,1,0,0.08,0.03,0.07,0.255,0.15,0.145,0.37,0.03,0.78,0
1,1,1,0,1,1,1,1,0,0,0,0,1,0,5,5.01,5,5,5.01,5.01,5.03,5,5.045,5.01
0,0,0,1,1,1,1,1,0,0,0,0,1,0,0.04,0.02,0.02,0.14,0.22,0.06,0.19,0.01,0.415,0
1,0,0,1,1,1,1,1,0,0,0,0,1,0,5.005,5.01,5,5,5.01,5.01,5.015,5.01,5.03,5.01
0,1,0,1,1,1,1,1,0,0,0,0,1,0,0.08,0.035,0.07,0.255,0.08,0.14,0.425,0.04,0.93,0
1,1,0,1,1,1,1,1,0,0,0,0,1,0,5.005,5.01,5,5,5.01,5.01,5.025,5.005,5.06,5.005
0,0,1,1,1,1,1,1,0,0,0,0,1,0,0.04,0.02,0.02,0.145,0.05,0.075,0.19,0.01,0.395,0
1,0,1,1,1,1,1,1,0,0,0,0,1,0,5.005,5.005,5,5,5.01,5.01,5.015,5.01,5.04,5.01
0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.065,0.03,0.07,0.255,0.1,0.1,0.36,0.03,0.735,0
1,1,1,1,1,1,1,1,0,0,0,0,1,0,5.01,5.01,5,5,5.01,5.01,5.01,5,5.035,5.005
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.01,0,0.06,0.12,0.11,0.04,0.065,0.005,0.16,0.095
1,0,0,0,0,0,0,0,1,0,0,0,1,0,5,5.01,5,5,5,5.005,5.005,5.005,5.01,5.02
0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.06,0.025,0.02,0.975,0.005,0.04,0.31,0.02,0.665,0.07
1,1,0,0,0,0,0,0,1,0,0,0,1,0,5,5.01,5,5,5.005,5.01,5.025,5.01,5.06,5.02
0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.01,0,0.07,0.12,0.01,0.095,0.05,0,0.14,0.095
1,0,1,0,0,0,0,0,1,0,0,0,1,0,5.01,5.02,5,5,5.01,5.01,5.01,5.02,5.1,5.02
0,1,1,0,0,0,0,0,1,0,0,0,1,0,0.02,0,0.015,0.99,0.045,0.175,0.07,0,0.18,0.065
1,1,1,0,0,0,0,0,1,0,0,0,1,0,5,2.105,5,5,5.01,5.01,5.02,1.975,5,5.02
0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.02,0.01,0.07,0.12,0.07,0.215,0.13,0.005,0.29,0.095
1,0,0,1,0,0,0,0,1,0,0,0,1,0,5.025,5.02,5,5,5.02,5.03,5.025,5.025,5.02,5.02
0,1,0,1,0,0,0,0,1,0,0,0,1,0,0.025,0.01,0.015,0.985,0.03,0.04,0.16,0.015,0.305,0.065
1,1,0,1,0,0,0,0,1,0,0,0,1,0,5.03,5.02,5,5,5.02,5.03,5.035,5.02,5.06,5.015
0,0,1,1,0,0,0,0,1,0,0,0,1,0,0.015,0.01,0.07,0.13,0.07,0.22,0.145,0.01,0.275,0.095
1,0,1,1,0,0,0,0,1,0,0,0,1,0,5.03,5.02,5,5,5.02,5.03,5.025,5.02,5.07,5.02
0,1,1,1,0,0,0,0,1,0,0,0,1,0,0.02,0.01,0.01,0.975,0.03,0.04,0.115,0,0.355,0.065
1,1,1,1,0,0,0,0,1,0,0,0,1,0,5.02,5.02,5,5,5.02,5.03,5.055,5.02,5.035,5.02
0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.15,0.07,0.04,0.085,0.295,0.065,0.77,0.07,1.575,0.1
1,0,0,0,1,0,0,0,1,0,0,0,1,0,5.01,5.01,5,5,5.02,5.02,5.02,5.01,5.03,5.01
0,1,0,0,1,0,0,0,1,0,0,0,1,0,0.06,0.02,0.03,0.5,0.345,0.22,0.24,0.02,0.565,0.12
1,1,0,0,1,0,0,0,1,0,0,0,1,0,5.015,5.01,5,5,5.02,5.02,5.01,5.01,5.035,5.015
0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.155,0.07,0.04,0.08,0.305,0.065,0.78,0.065,1.6,0.105
1,0,1,0,1,0,0,0,1,0,0,0,1,0,5.01,5.01,5,5,5.02,5.02,5.015,5.01,5.02,5.02
0,1,1,0,1,0,0,0,1,0,0,0,1,0,0.055,0.02,0.03,0.5,0.355,0.225,0.28,0.02,0.62,0.125
1,1,1,0,1,0,0,0,1,0,0,0,1,0,5.01,5.01,5,5,5.02,5.02,5.01,5.01,5.03,5.02
0,0,0,1,1,0,0,0,1,0,0,0,1,0,0.155,0.07,0.04,0.08,0.3,0.07,0.765,0.06,1.05,0.105
1,0,0,1,1,0,0,0,1,0,0,0,1,0,5.01,5.01,5,5,5.02,5.02,5.02,5.01,5.035,5.015
0,1,0,1,1,0,0,0,1,0,0,0,1,0,0.05,0.02,0.03,0.49,0.34,0.225,0.26,0.02,0.345,0.13
1,1,0,1,1,0,0,0,1,0,0,0,1,0,5.01,5.01,5,5,5.02,5.02,5.03,5.01,5.04,5.01
0,0,1,1,1,0,0,0,1,0,0,0,1,0,0.15,0.07,0.04,0.085,0.295,0.07,0.76,0.06,1.095,0.105
1,0,1,1,1,0,0,0,1,0,0,0,1,0,5.015,5.01,5,5,5.02,5.02,5.025,5.01,5.01,5.02
0,1,1,1,1,0,0,0,1,0,0,0,1,0,0.055,0.015,0.04,0.505,0.34,0.22,0.27,0.02,0.345,0.125
1,1,1,1,1,0,0,0,1,0,0,0,1,0,5.01,5.01,5,5,5.02,5.02,5.015,5.02,5.03,5.02
0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.04,0.02,0.02,0.135,0.2,0.1,0.18,0.015,0.24,0.04
1,0,0,0,0,1,0,0,1,0,0,0,1,0,5,5,5,5,4.05,5,5.025,5,5.02,5.02
0,1,0,0,0,1,0,0,1,0,0,0,1,0,0.065,0.025,0.065,0.26,0.14,0.04,0.32,0.025,0.48,0.01
1,1,0,0,0,1,0,0,1,0,0,0,1,0,5.005,5.01,5,5,5.005,5,5.025,5.005,5.015,5.015
0,0,1,0,0,1,0,0,1,0,0,0,1,0,0.04,0.02,0.02,0.14,0.325,0.125,0.2,0.015,0.245,0.04
1,0,1,0,0,1,0,0,1,0,0,0,1,0,5,5.005,5,5,4.095,5,5.02,5,5.035,5.02
0,1,1,0,0,1,0,0,1,0,0,0,1,0,0.065,0.02,0.07,0.26,0.14,0.04,0.33,0.03,0.49,0.005
1,1,1,0,0,1,0,0,1,0,0,0,1,0,5,5.01,5,5,5,5,5.04,5,5.015,5.02
0,0,0,1,0,1,0,0,1,0,0,0,1,0,0.04,0.02,0.02,0.14,0.2,0.1,0.185,0.01,0.265,0.04
1,0,0,1,0,1,0,0,1,0,0,0,1,0,5,5,5,5,5,5,5.015,5,5.025,5.02
0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.075,0.04,0.07,0.255,0.065,0.04,0.38,0.03,0.525,0.005
1,1,0,1,0,1,0,0,1,0,0,0,1,0,5.01,5,5,5,5,5.005,5.015,5,5.005,5.02
0,0,1,1,0,1,0,0,1,0,0,0,1,0,0.04,0.02,0.02,0.155,0.2,0.1,0.19,0.02,0.275,0.04
1,0,1,1,0,1,0,0,1,0,0,0,1,0,5,5.005,5,5,5.005,5,5.02,5,5.015,5.02
0,1,1,1,0,1,0,0,1,0,0,0,1,0,0.075,0.04,0.07,0.26,0.07,0.04,0.35,0.03,0.495,0.005
1,1,1,1,0,1,0,0,1,0,0,0,1,0,5.01,5,5,5,5,5.005,5.025,5,5.04,5.02
0,0,0,0,1,1,0,0,1,0,0,0,1,0,0.03,0.02,0.02,0.14,0.155,0.235,0.19,0.01,0.28,0.1
1,0,0,0,1,1,0,0,1,0,0,0,1,0,5.01,5.01,5,5,5.005,5.005,5.02,5,5.01,5.015
0,1,0,0,1,1,0,0,1,0,0,0,1,0,0.105,0.045,0.07,0.255,0.06,0.04,0.525,0.04,0.69,0
1,1,0,0,1,1,0,0,1,0,0,0,1,0,5.005,5.01,5,5,5,5,5.005,5.005,5.02,5.015
0,0,1,0,1,1,0,0,1,0,0,0,1,0,0.04,0.015,0.02,0.14,0.16,0.225,0.2,0.015,0.26,0.1
1,0,1,0,1,1,0,0,1,0,0,0,1,0,5.005,5.01,5,5,5.01,5,5.045,5,5.03,5.02
0,1,1,0,1,1,0,0,1,0,0,0,1,0,0.1,0.045,0.07,0.255,0.055,0.04,0.52,0.04,0.67,0.005
1,1,1,0,1,1,0,0,1,0,0,0,1,0,5.01,5.01,5,5,5.005,5,5.015,5,5.035,5.015
0,0,0,1,1,1,0,0,1,0,0,0,1,0,0.035,0.02,0.02,0.135,0.15,0.235,0.19,0.02,0.275,0.1
1,0,0,1,1,1,0,0,1,0,0,0,1,0,5.01,5.01,5,5,5.01,5,5,5,5,5.02
0,1,0,1,1,1,0,0,1,0,0,0,1,0,0.11,0.045,0.07,0.255,0.06,0.04,0.5,0.04,0.66,0.005
1,1,0,1,1,1,0,0,1,0,0,0,1,0,5.005,5.01,5,5,5,5,5.02,5,5.04,5.015
0,0,1,1,1,1,0,0,1,0,0,0,1,0,0.04,0.015,0.02,0.14,0.185,0.235,0.195,0.01,0.25,0.1
1,0,1,1,1,1,0,0,1,0,0,0,1,0,5.01,5.01,5,5,5.005,5,5.015,5,5.025,5.02
0,1,1,1,1,1,0,0,1,0,0,0,1,0,0.1,0.04,0.07,0.26,0.06,0.04,0.51,0.04,0.68,0.01
1,1,1,1,1,1,0,0,1,0,0,0,1,0,5.01,5.005,5,5,5,5,5.03,5,5.045,5.02
0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.04,0.015,0.065,0.12,0.64,0.11,0.19,0.01,0.285,0.095
1,0,0,0,0,0,1,0,1,0,0,0,1,0,5,5,5,5,5.005,5,5.015,5.005,5.035,5.02
0,1,0,0,0,0,1,0,1,0,0,0,1,0,0.06,0.025,0.02,0.965,0.55,0.075,0.26,0.02,0.42,0.065
1,1,0,0,0,0,1,0,1,0,0,0,1,0,5.01,4.14,5,5,5.01,1.34,5.03,3.805,5.025,5.02
0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.03,0.01,0.07,0.125,0.495,0.18,0.165,0.01,0.225,0.095
1,0,1,0,0,0,1,0,1,0,0,0,1,0,0.525,0.24,5,5,0.32,5.01,2.45,0.24,3.14,5.02
0,1,1,0,0,0,1,0,1,0,0,0,1,0,0.1,0.04,0.02,1.02,0.04,0.245,0.5,0.05,0.69,0.075
1,1,1,0,0,0,1,0,1,0,0,0,1,0,5.01,5.01,5,5,0.225,5.01,5.03,5.01,5.025,5.02
0,0,0,1,0,0,1,0,1,0,0,0,1,0,0.03,0.01,0.07,0.125,0.015,0.07,0.125,0.01,0.315,0.09
1,0,0,1,0,0,1,0,1,0,0,0,1,0,5.04,5.02,5,5,5.02,5.02,5.04,5.025,5.015,5.02
0,1,0,1,0,0,1,0,1,0,0,0,1,0,0.025,0.01,0.02,0.98,0.07,0.04,0.135,0.01,0.34,0.06
1,1,0,1,0,0,1,0,1,0,0,0,1,0,5.025,5.04,5,5,5.015,5.025,5.03,5.04,5.03,5.015
0,0,1,1,0,0,1,0,1,0,0,0,1,0,0.04,0.02,0.06,0.125,0.065,0.05,0.145,0.01,0.39,0.085
1,0,1,1,0,0,1,0,1,0,0,0,1,0,5.02,5.02,5,5,5.01,5.03,5.035,5.02,5.03,5.02
0,1,1,1,0,0,1,0,1,0,0,0,1,0,0.02,0.01,0.015,0.97,0.075,0.01,0.075,0.005,0.25,0.065
1,1,1,1,0,0,1,0,1,0,0,0,1,0,5.03,5.02,5,5,5.02,5.03,5.03,5.02,5.02,5.015
0,0,0,0,1,0,1,0,1,0,0,0,1,0,0.105,0.05,0.04,0.085,0.035,0.04,0.42,0.045,1.155,0.1
1,0,0,0,1,0,1,0,1,0,0,0,1,0,5.01,5.01,5,5,5.02,5.02,5.035,5.01,5.05,5.02
0,1,0,0,1,0,1,0,1,0,0,0,1,0,0.125,0.06,0.03,0.51,0.155,0.05,0.475,0.045,1.3,0.13
1,1,0,0,1,0,1,0,1,0,0,0,1,0,5.015,5.01,5,5,5.02,5.02,5.01,5.01,5.055,5.02
0,0,1,0,1,0,1,0,1,0,0,0,1,0,0.04,0.02,0.04,0.08,0.19,0.01,0.19,0.02,0.44,0.11
1,0,1,0,1,0,1,0,1,0,0,0,1,0,5.01,5.01,5,5,5.02,5.02,5.015,5.01,5.015,5.02
0,1,1,0,1,0,1,0,1,0,0,0,1,0,0.11,0.05,0.03,0.51,0.02,0.08,0.45,0.05,1.165,0.12
1,1,1,0,1,0,1,0,1,0,0,0,1,0,5.01,5.01,5,5,5.02,5.02,5.03,5.01,5.07,5.02
0,0,0,1,1,0,1,0,1,0,0,0,1,0,0.015,0,0.04,0.08,0.06,0.11,0.07,0,0.215,0.1
1,0,0,1,1,0,1,0,1,0,0,0,1,0,5.01,4.85,5,5,3.675,5.02,5.01,4.425,5.05,5.02
0,1,0,1,1,0,1,0,1,0,0,0,1,0,0.025,0.01,0.03,0.505,0.32,0.07,0.115,0.005,0.25,0.135
1,1,0,1,1,0,1,0,1,0,0,0,1,0,3.525,1.49,5,5,5.02,5.02,5.005,1.415,5.06,5.02
0,0,1,1,1,0,1,0,1,0,0,0,1,0,0.02,0,0.04,0.085,0.055,0.06,0.06,0,0.23,0.095
1,0,1,1,1,0,1,0,1,0,0,0,1,0,5.01,5.01,5,5,5.015,5.02,5.01,5.01,5.05,5.02
